page_id,wikidata_id,film,release_date,box_office,runtime,languages,countries,genres,reviewScores,awardsReceived,awardsNominated,capitalCost
72066216,Q115812690,The Art of Sin,2020-01-01T00:00:00Z,,59.0,"English, Sudanese Arabic, Norwegian","Sudan, Norway","['LGBT-related', 'documentary']",[''],[''],[''],
47700856,Q12302227,Artemis Fowl,2020-01-01T00:00:00Z,,94.0,English,United States of America,"['action', 'adventure', 'science fantasy']","['3.7/10', '8%', '31/100']",[''],[''],
67907966,Q85881954,The Asadas,2020-01-01T00:00:00Z,,127.0,Japanese,Japan,['comedy drama'],[''],[''],[''],
63835995,Q92932680,Asia,2020-01-01T00:00:00Z,,85.0,"English, Russian, Hebrew",Israel,['drama'],"['7.3/10', '93%', '77/100']",['Ophir Award'],['International Submission to the Academy Awards'],
65848121,Q104870521,Assassins,2020-01-26T00:00:00Z,,104.0,"English, Korean, Vietnamese, Indonesian, Malay",United States of America,['documentary'],"['98%', '7.9/10']",[''],[''],
61953006,Q79380653,Asur,2020-01-01T00:00:00Z,,,Bangla,India,['drama'],[''],[''],[''],
59489156,Q60533190,Asura Guru,2020-01-01T00:00:00Z,,,Tamil,India,['action'],[''],[''],[''],
63087864,Q85420608,Aswathama (film),,,,,,,,,,
68455107,Q84744363,Atabai,2020-01-01T00:00:00Z,868576100.0,,"Persian, Azerbaijani",Iran,['drama'],[''],[''],[''],
71945569,Q115516456,Ateet,,,,,,,,,,
65231013,Q104855159,"Athens, Georgia: Over/Under",,,,,,,,,,
64275033,Q96372504,Athlete A,2020-01-01T00:00:00Z,,,English,United States of America,['documentary'],"['100%', '8.4/10']",[''],[''],
65081282,Q101245073,Atkan Chatkan,,,,,,,,,,
78001629,Q118212532,The Atlantic City Story,,,,,,,,,,
67418518,Q106670866,Audrey (2020 film),,,,,,,,,,
68513453,Q108392116,"August 22, This Year",,,,,,,,,,
62123051,Q81168681,L'Autre,2020-01-01T00:00:00Z,,,French,France,['drama'],[''],[''],[''],
46255305,Q96372818,Autumn Never Dies,,,,,,,,,,
69383721,Q87372394,Autumn of Apple Trees,2020-01-01T00:00:00Z,,120.0,Moroccan Darija,Morocco,['drama'],[''],[''],[''],
67646754,Q106994985,AV The Hunt,,,,,,,,,,
58419234,Q57986045,Ava,2020-07-02T00:00:00Z,,96.0,English,United States of America,"['drama', 'action', 'crime']","['18%', '4.3/10', '39/100']",[''],[''],
64599347,Q97585850,Avilenasului,,,,,,,,,,
65409615,Q101245201,An Awkward Balance,,,,,,,,,,
62869107,Q85744478,Ayyappanum Koshiyum,2020-02-07T00:00:00Z,,,Malayalam,India,"['drama', 'action thriller']",[''],[''],[''],
60383577,Q72398161,Baaghi 3,2020-01-01T00:00:00Z,,143.0,Hindi,India,['action thriller'],[''],[''],[''],
59807040,Q60853529,Baba Yaga: Terror of the Dark Forest,2020-01-16T00:00:00Z,,,Russian,Russia,['horror'],[''],[''],[''],
71681110,Q104146434,Baby,2020-01-01T00:00:00Z,,104.0,Spanish,Spain,"['thriller', 'drama']",[''],[''],[''],
66400881,Q100703600,Baby Done,2020-01-01T00:00:00Z,,91.0,English,New Zealand,['comedy'],"['6.9/10', '92%']",[''],[''],
66005539,Q104878345,Baby God,,,,,,,,,,
62099964,Q73536690,The Babysitter: Killer Queen,2020-09-10T00:00:00Z,,101.0,English,United States of America,"['comedy', 'teen', 'horror', 'comedy horror', 'slasher']","['48%', '4.9/10', '22/100']",[''],[''],
65392111,Q99982067,A Babysitter's Guide to Monster Hunting,2020-01-01T00:00:00Z,,94.0,English,United States of America,"['fantasy', 'adventure', 'family']","['6/10', '65%']",[''],[''],
72948432,Q109351102,Back to the Wharf,2020-11-06T00:00:00Z,,,,mainland China,[''],[''],[''],[''],
58635027,Q29021224,Bad Boys for Life,2020-01-16T00:00:00Z,419074646.0,123.0,English,"Mexico, United States of America","['comedy', 'action', 'crime']","['76%', '6.2/10', '59/100']","[""People's Choice Awards""]",[''],90000000.0
68515031,Q108329192,Bad Candy,2020-01-01T00:00:00Z,,,,United States of America,['horror'],[''],[''],[''],
62593289,Q83965675,Bad Hair,2020-01-01T00:00:00Z,,102.0,English,United States of America,"['comedy', 'horror']","['6.1/10', '62%', '60/100']",[''],[''],
65913568,Q106200809,Bad Hombres,,,,,,,,,,
66211544,Q104830215,Bad Impulse,2020-01-01T00:00:00Z,,,,United States of America,[''],[''],[''],[''],
74474322,Q120999841,Bad Neighbor (film),,,,,,,,,,
67285239,Q106522085,Bad Omen (film),,,,,,,,,,
65699255,Q99784895,The Bad Poet,2020-09-08T00:00:00Z,,106.0,,"France, Italy",[''],[''],[''],[''],
66158730,Q104835645,Bad President,,,,,,,,,,
68806441,Q108703864,Bad Roads,2020-01-01T00:00:00Z,,,"Russian, Ukrainian",Ukraine,['drama'],[''],[''],['International Submission to the Academy Awards'],
62968118,Q84075576,Bad Tales,2020-02-25T00:00:00Z,,98.0,Italian,"Switzerland, Italy",['drama'],['47%'],[''],"['European Film Award for Best Screenwriter', 'David di Donatello for Best Director']",
63342592,Q89677773,Bad Therapy (film),,,,,,,,,,
65459289,Q101245230,Bahut Hua Samman,,,,,,,,,,
72162784,Q117390918,Balikbayan: From Victims to Survivors,,,,,,,,,,
66730420,Q85973822,Ballad of a White Cow,2020-02-01T00:00:00Z,,105.0,Persian,"Iran, France",['drama'],['89%'],[''],[''],
63588931,Q96373040,Bamfaad,2020-01-01T00:00:00Z,,,Hindi,India,[''],[''],[''],[''],
64751576,Q98098887,Bandar Band,,,,,,,,,,
69475677,Q110129501,Bangladeshki Sana Tampha,,,,,,,,,,
67236526,Q65157658,The Banishing,2020-01-01T00:00:00Z,,97.0,English,United Kingdom,"['ghost', 'horror']",[''],[''],[''],
58708762,Q60737560,The Banker,2020-03-20T00:00:00Z,,120.0,English,United States of America,['drama'],"['6.8/10', '79%', '59/100']",[''],[''],
72810697,Q116687102,El baño (2020 film),,,,,,,,,,
68894369,Q108940238,Barakat,2020-09-01T00:00:00Z,66181.0,103.0,"English, Afrikaans",South Africa,['comedy drama'],[''],[''],['International Submission to the Academy Awards'],
77604766,Q128918016,Barcelona Burning,2020-02-27T00:00:00Z,,5.0,,,[''],[''],[''],[''],
71537338,Q101627339,The Barcelona Vampiress,2020-12-04T00:00:00Z,,103.0,Catalan,Catalonia,"['thriller', 'drama']",[''],[''],[''],
63968401,Q96373201,Basketball County: In the Water,,,,,,,,,,
64694188,Q98537283,Batman: Death in the Family,,,,,,,,,,
63383541,Q89090168,The Bay of Silence,2020-07-25T00:00:00Z,,93.0,English,"United Kingdom, Netherlands",['thriller'],"['5.4/10', '52%']",[''],[''],
66016458,Q104878657,Be Water,2020-01-01T00:00:00Z,,,,United States of America,['documentary'],[''],[''],[''],
64687099,Q97959512,Beans,2020-09-13T00:00:00Z,,92.0,English,Canada,['drama'],"['7.6/10', '94%']",['Canadian Screen Awards for Best Motion Picture'],[''],
65149726,Q101245086,"Bear Witness, Take Action",,,,,,,,,,
65953948,Q102411430,The Beast,2020-11-26T00:00:00Z,,,Italian,Italy,"['action', 'drama']",[''],[''],[''],
65420978,Q101245209,Beast Beast,,,,,,,,,,
64784369,Q101245000,The Beast Beneath,2020-01-01T00:00:00Z,,,,,[''],[''],[''],[''],
69459478,Q110232537,Beast Mode (film),,,,,,,,,,
63058264,Q91484984,Beastie Boys Story,2020-04-03T00:00:00Z,,,English,United States of America,['documentary'],"['94%', '7.8/10']",[''],[''],
64012253,Q65294195,Beasts Clawing at Straws,2020-01-25T00:00:00Z,,109.0,Korean,South Korea,"['drama', 'crime', 'thriller']","['7.6/10', '94%']",[''],[''],
75783425,Q124254267,Beautiful,2020-01-01T00:00:00Z,,123.0,Hindi,India,[''],[''],[''],[''],
72844621,Q99040316,Beauty Water,,,,,,,,,,
63632948,Q93972936,Becky,2020-10-15T00:00:00Z,,100.0,English,United States of America,"['thriller', 'action']","['5.9/10', '72%', '54/100']",[''],[''],
63866235,Q94244505,Becoming,2020-01-01T00:00:00Z,,,,United States of America,['documentary'],"['7/10', '93%', '66/100']",[''],[''],
65781959,Q104868763,Becoming,2020-01-01T00:00:00Z,,,,United States of America,[''],[''],[''],[''],
68387066,Q108123042,Becoming Mona,,,,,,,,,,
68678604,Q102419584,The Bee Gees: How Can You Mend a Broken Heart,2020-12-12T00:00:00Z,,,English,United States of America,"['documentary', 'musical']","['7.7/10', '96%']",[''],[''],
69228809,Q109570535,Before the Dying of the Light,2020-01-01T00:00:00Z,,70.0,"French, English, Arabic",Morocco,['documentary'],[''],[''],[''],
64109631,Q4880353,Before the Fire,,,,,,,,,,
65464444,Q96942519,Beginning,2020-01-01T00:00:00Z,,130.0,Georgian,"Georgia, France",['drama'],['90%'],['Golden Shell'],"['European Film Award for European Discovery of the Year', 'International Submission to the Academy Awards']",
65639438,Q104865093,Belly of the Beast,2020-06-11T00:00:00Z,,82.0,English,United States of America,['documentary'],[''],[''],[''],
40924407,Q104841970,Belushi (film),,,,,,,,,,
64693789,Q115809951,BEM: Become Human,,,,,,,,,,
65321761,Q93876026,Ben 10 Versus the Universe: The Movie,,,,,,,,,,
63768771,Q95463223,Ben Platt Live from Radio City Music Hall,2020-01-01T00:00:00Z,,85.0,English,United States of America,['concert'],[''],[''],[''],
65372601,Q101245178,"Benjamin, Benny, Ben",,,,,,,,,,
62968155,Q67400758,Berlin Alexanderplatz,2020-02-26T00:00:00Z,,183.0,German,"Germany, Netherlands",['drama'],"['42%', '6.7/10', '43/100']",['European Film Award for Best Composer'],"['European Film Award for Best Film', 'European Film Award for Best Screenwriter', 'European University Film Award']",
64558290,Q84770341,"Berlin, Berlin",2020-05-08T00:00:00Z,,80.0,German,Germany,"['drama', 'comedy', 'romance']",[''],[''],[''],
66158881,Q104398463,Berry and Dolly,,,,,,,,,,
72042079,Q114364911,The Best Families,2020-01-01T00:00:00Z,,99.0,Spanish,"Colombia, Peru",['comedy'],[''],[''],[''],
70376221,Q102349518,Best Friend,2020-11-25T00:00:00Z,,130.0,Korean,South Korea,[''],[''],[''],[''],
74605891,Q117325442,The Best Is Yet to Come (2020 film),,,,,,,,,,
68693808,Q108685221,Best Summer Ever,,,,,,,,,,
63126234,Q85173345,The Best Years,2020-01-01T00:00:00Z,,119.0,Italian,Italy,['comedy drama'],[''],[''],[''],
74436447,Q102015061,Betrayed,2020-12-25T00:00:00Z,,126.0,"German, Norwegian, Hebrew",Norway,"['historical', 'drama']",['100%'],"['Amanda Award for Best Production Design', 'Amanda Award for Best Supporting Actress', 'Amanda Award for Best Actor']",[''],5500000.0
70148316,Q111942074,Between Waves (film),,,,,,,,,,
64016544,Q93740601,Beyond That Mountain,,,,,,,,,,
70877207,Q97167716,Beyond the Infinite Two Minutes,2020-06-05T00:00:00Z,,70.0,Japanese,Japan,['comedy'],[''],[''],[''],
75482741,Q100716189,Beyto,2020-09-25T00:00:00Z,,98.0,"Turkish, Swiss German",Switzerland,"['drama', 'romance', 'LGBT-related']",[''],[''],[''],
60189317,Q64768405,Bhangra Paa Le,2019-01-01T00:00:00Z,,,,India,['musical'],[''],[''],[''],
64851225,Q101245026,Bhanumathi & Ramakrishna,,,,,,,,,,
54774419,Q39048115,Bheemasena Nalamaharaja,2020-10-29T00:00:00Z,,,Kannada,India,['action'],[''],[''],[''],
62275998,Q85845509,Bheeshma,2020-01-01T00:00:00Z,,,Telugu,India,['romantic comedy'],[''],[''],[''],
66492204,Q105393962,Bhoomiyile Manohara Swakaryam,2020-02-28T00:00:00Z,,,Malayalam,India,[''],[''],[''],[''],
61414467,Q77884684,Bhoot – Part One: The Haunted Ship,2020-01-01T00:00:00Z,,114.0,Hindi,India,"['ghost', 'horror']","['0%', '4.3/10']",[''],[''],
61097735,Q64768737,Bicchugatti Chapter −1 Dalvayi Dange,2020-01-01T00:00:00Z,,,Kannada,India,['action'],[''],[''],[''],
68970372,Q105745333,Angel Finds Wings,2020-10-02T00:00:00Z,,90.0,Indonesian,Indonesia,['drama'],[''],[''],[''],
63260876,Q89187954,Bidrohini,2020-01-01T00:00:00Z,,,Bangla,India,['drama'],[''],[''],[''],
60861066,Q65040742,Big Brother,2019-01-01T00:00:00Z,,,Malayalam,India,[],[''],[''],[''],
74111208,Q100573244,The Big Hit,2020-08-28T00:00:00Z,,105.0,French,France,['comedy drama'],['62%'],"['Award for best music at the La Baule Festival', 'Valois du public', 'European Film Award for Best Comedy']",['European Film Award for Best Comedy'],3500000.0
64652324,Q97738251,The Big Ugly,2020-07-24T00:00:00Z,,,English,United States of America,['action'],"['5.6/10', '41%']",[''],[''],
64659789,Q98079445,Bigfoot Family,2020-01-01T00:00:00Z,,89.0,"French, English","France, Belgium","['animated', 'family']",[''],[''],[''],
60285581,Q62124699,Bill & Ted Face the Music,2020-08-28T00:00:00Z,,91.0,English,United States of America,"['comedy', 'time-travel']","['6.8/10', '82%', '65/100']",[''],[''],
65477089,Q100166522,The Binding,2020-10-02T00:00:00Z,,93.0,Italian,Italy,['horror'],[''],[''],[''],
61852765,Q68681402,The Binge,2020-08-28T00:00:00Z,,,English,United States of America,['comedy'],"['4.6/10', '22%']",[''],[''],
71677641,Q102180926,Biography of Nazrul,2020-11-20T00:00:00Z,,94.0,Bangla,Bangladesh,['documentary'],[''],[''],[''],
62903900,Q83488455,Bir,2020-01-01T00:00:00Z,,,Bangla,Bangladesh,[''],[''],[''],[''],
57155655,Q57177410,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020-02-06T00:00:00Z,205372791.0,109.0,English,United States of America,"['action', 'adventure', 'crime', 'superhero']","['6.8/10', '78%', '60/100']",[''],[''],84500000.0
65535540,Q100233867,Biriyaani,2020-01-01T00:00:00Z,,,Malayalam,India,[''],[''],[''],[''],
63357391,Q65318923,Bishwoshundori,2020-12-11T00:00:00Z,,,Bangla,Bangladesh,[''],[''],[''],[''],
64996852,Q102036249,Biskoth,,,,,,,,,,
74030201,Q119625114,Bittersweet (2020 film),,,,,,,,,,
68611148,Q108551136,Biye.Com,2020-11-20T00:00:00Z,,,Bangla,India,[''],[''],[''],[''],
71337492,Q99527516,"Black Beach, Black Beach",2020-10-02T00:00:00Z,,111.0,Spanish,Spain,['drama'],[''],[''],[''],
61394870,Q73549778,Black Bear,2020-01-01T00:00:00Z,,104.0,English,United States of America,['drama'],"['7.5/10', '89%', '79/100']",[''],[''],
60693824,Q85747484,Black Beauty,2020-11-27T00:00:00Z,,110.0,English,,['drama'],"['48%', '5.3/10']",[''],[''],
65374265,Q104858044,Black Bodies (film),,,,,,,,,,
64317026,Q100265988,Black Box,2020-10-06T00:00:00Z,,101.0,English,United States of America,"['horror', 'drama', 'thriller']","['6.3/10', '70%', '62/100']",[''],[''],
78307948,Q131033160,Black Boys,2020-09-10T00:00:00Z,,,,,[''],[''],[''],[''],
64524797,Q97516297,Black Is King,2020-07-31T00:00:00Z,,85.0,English,United States of America,[''],"['8.2/10', '94%', '84/100']",[''],[''],
63174746,Q85850273,Black Milk,2020-02-21T00:00:00Z,,91.0,"German, Mongolian",Germany,['drama'],[''],[''],[''],
67608841,Q97486327,Black Water: Abyss,2020-01-01T00:00:00Z,,98.0,English,"Australia, United States of America",['horror'],"['4.7/10', '44%']",[''],[''],
69655939,Q110516882,Blackjack: The Jackie Ryan Story,,,,,,,,,,
65497149,Q98976340,Blackpink: Light Up The Sky,2020-10-14T00:00:00Z,,78.0,"English, Korean, Thai",United States of America,['documentary'],"['6.9/10', '88%']",[''],[''],
75384273,Q123514842,Blade: The Iron Cross,2020-07-07T00:00:00Z,,70.0,English,United States of America,[''],[''],[''],[''],
65980980,Q104876807,Blast Beat,2020-01-26T00:00:00Z,,,"Spanish, English",United States of America,[''],"['6.5/10', '65%']",[''],[''],
64752865,Q98098933,The Blech Effect,,,,,,,,,,
75635618,Q123991027,Blindfire,2020-11-13T00:00:00Z,,83.0,English,,[''],[''],[''],[''],
61059770,Q65047848,Blithe Spirit,2020-10-08T00:00:00Z,,95.0,English,United Kingdom,"['comedy', 'crime', 'romance', 'ghost']","['29%', '4.7/10']",[''],[''],
66932691,Q105979701,The Block Island Sound,2021-01-01T00:00:00Z,,99.0,English,United States of America,"['horror', 'thriller']","['90%', '7.3/10']",[''],[''],
60263657,Q65083957,Block Z,2019-01-01T00:00:00Z,,,,Philippines,['horror'],[''],[''],[''],
62535983,Q101244962,Blood and Money,,,,,,,,,,
69107916,Q110269022,Blood-Club Dolls 2,,,,,,,,,,
66910891,Q105693610,The Bloodhound (2020 film),,,,,,,,,,
56794086,Q56033171,Bloodshot,2020-03-05T00:00:00Z,30669219.0,109.0,English,United States of America,"['drama', 'action', 'superhero']","['4.6/10', '30%']",[''],[''],45000000.0
67330839,Q106597814,Bloodthirsty,2020-01-01T00:00:00Z,,,English,Canada,"['werewolf', 'horror']","['82%', '6.4/10']",[''],[''],
66401563,Q98126098,Bloody Hell,2020-09-13T00:00:00Z,,100.0,"Finnish, English","Australia, United States of America",['horror'],[''],[''],['AACTA Award for Best Cinematography'],
66016517,Q104777708,"Bloody Nose, Empty Pockets",2020-01-24T00:00:00Z,,88.0,English,United States of America,['documentary'],[''],[''],[''],
69017248,Q109284807,Blue Girl (film),,,,,,,,,,
70693276,Q112299959,Blue Ridge (2020 film),,,,,,,,,,
58531212,Q60737542,Body Cam,2020-01-01T00:00:00Z,,,English,United States of America,"['thriller', 'horror']","['5/10', '44%']",[''],[''],
65386230,Q102036251,Bombhaat,,,,,,,,,,
68384618,Q108123105,Bon Bini: Judeska in da House,,,,,,,,,,
67276265,Q106515038,Bone Cage,,,,,,,,,,
67455922,Q106706914,The Book of Distance,,,,,,,,,,
64607305,Q97028622,The Book of Vision,2020-09-01T00:00:00Z,,99.0,English,"United Kingdom, Italy, Belgium","['drama', 'psychological']",[''],[''],[''],
65483891,Q100292174,Books of Blood,2020-01-01T00:00:00Z,,107.0,English,United States of America,[],"['4.8/10', '21%']",[''],[''],
65429917,Q99671372,Borat Subsequent Moviefilm,2020-10-23T00:00:00Z,,96.0,English,United States of America,"['pseudo-documentary', 'mockumentary', 'parody']","['85%', '7.2/10', '68/100']",[''],"['Academy Award for Best Supporting Actress', 'Academy Award for Best Writing', 'Adapted Screenplay']",20000000.0
70471742,Q111937501,Borealis,2020-01-01T00:00:00Z,,93.0,,Canada,['documentary'],[''],[''],[''],
56960461,Q54894945,Boss Level,2020-01-01T00:00:00Z,2000000.0,104.0,English,United States of America,['action'],"['74%', '6.5/10', '56/100']",[''],[''],45000000.0
66754901,Q105505465,Botox (film),,,,,,,,,,
62869574,Q83828970,Bourák,2020-01-01T00:00:00Z,,110.0,Czech,Czech Republic,"['comedy', 'musical']",[''],[''],[''],
68355012,Q107704115,The Boy Behind the Door,2020-09-27T00:00:00Z,,88.0,English,United States of America,"['thriller', 'horror']","['7.5/10', '97%']",[''],[''],
65941027,Q104831381,The Boy Foretold by the Stars,2020-12-25T00:00:00Z,,107.0,,Philippines,[''],[''],[''],[''],
65863731,Q104871404,Boyette: Not a Girl Yet,,,,,,,,,,
68471034,Q107984188,Boys from County Hell,2020-01-01T00:00:00Z,,88.0,,"United Kingdom, Ireland","['comedy', 'vampire', 'horror']","['83%', '6.5/10']",[''],[''],
60537604,Q63250124,The Boys in the Band,2020-09-30T00:00:00Z,,122.0,English,United States of America,"['LGBT-related', 'drama']","['7.2/10', '84%', '70/100']",[''],[''],
64175204,Q96373878,Boys State,2020-01-01T00:00:00Z,,,English,United States of America,['documentary'],"['8.2/10', '94%']",['Sundance Film Festival Grand Jury Prize for Best Documentary'],[''],
76003683,Q124428914,The Boys Who Said No!,,,,,,,,,,
63116224,Q85748685,Brahma Janen Gopon Kommoti,2020-01-01T00:00:00Z,,,Bangla,India,['drama'],[''],[''],[''],
59850657,Q61664894,Brahms: The Boy II,2020-01-01T00:00:00Z,,86.0,English,United States of America,"['horror', 'mystery', 'thriller']","['3.6/10', '11%', '29/100']",[''],[''],
70346199,Q111944503,The Brain That Wouldn't Die (2020 film),,,,,,,,,,
66449788,Q104939439,Brazen Hussies,2020-11-05T00:00:00Z,,,,Australia,['documentary'],[''],[''],[''],
63235565,Q86756061,Breach,2020-01-01T00:00:00Z,,92.0,English,"United States of America, Canada",['action'],"['20%', '3.2/10']",[''],[''],
64946075,Q104848991,Break,2020-07-22T00:00:00Z,,107.0,English,United Kingdom,"['crime', 'sport', 'drama']",[''],[''],[''],
64921616,Q98367225,Break the Silence: The Movie,2020-09-10T00:00:00Z,,95.0,"English, Portuguese, Dutch, Korean",South Korea,"['documentary', 'musical']",[''],[''],[''],
65125394,Q101245076,Breaking Fast,2020-03-07T00:00:00Z,,92.0,English,United States of America,[''],"['7.5/10', '96%']",[''],[''],
75095799,Q84471400,Breaking Surface,2020-02-14T00:00:00Z,,82.0,"Swedish, Norwegian","Sweden, Belgium, Norway",['thriller'],"['100%', '7.3/10']",[''],[''],3400000.0
65813330,Q102036283,Breakout Brothers,,,,,,,,,,
65854798,Q104870677,Breasts,2020-01-01T00:00:00Z,,92.0,Montenegrin,"Serbia, Montenegro, Croatia",['drama'],[''],[''],['International Submission to the Academy Awards'],
71949729,Q86731512,The Bridge Curse,2020-02-27T00:00:00Z,,88.0,"Standard Taiwanese Mandarin, Standard Mandarin",Taiwan,['horror'],[''],[''],[''],
62378924,Q76488896,The Broken Hearts Gallery,2020-01-01T00:00:00Z,,108.0,English,"United States of America, Canada",['drama'],"['6.6/10', '79%']",[''],[''],
63845802,Q93100442,Broken Law,2020-01-01T00:00:00Z,,,,Ireland,['comedy drama'],[''],[''],[''],
65481189,Q101245244,"Brother, I Cry",,,,,,,,,,
67675043,Q107121268,The Brother,,,,,,,,,,
57304391,Q64521216,Brothers by Blood,2020-01-01T00:00:00Z,,,English,"Kingdom of the Netherlands, France, Belgium, United States of America",['crime'],"['4.3/10', '23%']",[''],[''],
65277673,Q99231554,Bruce Springsteen's Letter to You,,,,,,,,,,
62169868,Q96374040,Bruised,2020-01-01T00:00:00Z,,138.0,English,United States of America,['drama'],"['49%', '52/100']",[''],[''],
75755584,Q124215705,Buchinaidu Kandriga,2020-08-21T00:00:00Z,,122.0,Telugu,India,[''],[''],[''],[''],
67096767,Q106253672,Buck Alamo,,,,,,,,,,
68835977,Q108882970,Bugs Bunny 80th Anniversary Collection,,,,,,,,,,
65493117,Q101126708,Buladó,2022-02-09T00:00:00Z,,88.0,Papiamento,Curaçao,[''],[''],[''],['International Submission to the Academy Awards'],
64319112,Q96631747,Bulbbul,2020-06-24T00:00:00Z,,,Hindi,India,[''],[''],[''],[''],
70015826,Q111181506,Bulletproof (2020 film),,,,,,,,,,
63408055,Q55237911,Burn the Witch (film),,,,,,,,,,
65430024,Q104587599,Burrow (film),,,,,,,,,,
71591993,Q113827468,Butchers,2020-01-01T00:00:00Z,,,,Canada,[''],[''],[''],[''],
74517458,Q68609934,Butt Boy,2019-01-01T00:00:00Z,,,,,['comedy'],"['71%', '56/100']",[''],[''],
66825295,Q105773089,Butter,2020-03-07T00:00:00Z,,111.0,English,United States of America,['drama'],[''],[''],[''],
66701900,Q64019350,Bye Bye Morons,2020-01-01T00:00:00Z,,87.0,French,France,['comedy drama'],"['59%', 'tbd/100']","['César for High School Students', 'César Award for Best Film']",['Goya Award for Best European Film'],10300000.0
65070652,Q98688750,C U Soon,2020-08-25T00:00:00Z,,,Malayalam,India,"['mystery', 'thriller']",[''],[''],[''],
66241042,Q70352460,C.L.E.A.N.,,,,,,,,,,
65648647,Q100761458,Cadaver,2020-01-01T00:00:00Z,,,,Norway,[''],"['33%', '5.7/10']",[''],[''],
68722468,Q108739684,Caged (2020 film),,,,,,,,,,
63671449,Q96374257,Cagefighter: Worlds Collide,,,,,,,,,,
69861405,Q101617087,Cake Day,,,,,,,,,,
60752998,Q96602803,"Calamity, a Childhood of Martha Jane Cannary",,,,,,,,,,
62507298,Q83962526,Calendar Girl (2020 film),,,,,,,,,,
66054729,Q104534455,A California Christmas,2020-01-01T00:00:00Z,,106.0,,United States of America,"['romantic comedy', 'Christmas']","['5.3/10', '60%']",[''],[''],
65415092,Q101305401,The Call,2020-10-02T00:00:00Z,1591194.0,97.0,English,United States of America,['horror fiction'],"['46%', '5.4/10']",[''],[''],
60523254,Q60991002,The Call,2020-11-27T00:00:00Z,,112.0,Korean,South Korea,['mystery'],"['100%', '7.1/10']",[''],[''],
73667326,Q118150650,Call Me Brother,2020-11-06T00:00:00Z,,,English,United States of America,[''],[''],[''],[''],
65425327,Q101245213,Call Me Human,2020-01-01T00:00:00Z,,,"Innu-aimun, French",Canada,['documentary'],[''],[''],[''],
57963342,Q57982258,The Call of the Wild,2020-02-20T00:00:00Z,107604626.0,100.0,"French, English",United States of America,"['drama', 'adventure', 'family']","['6/10', '62%', '48/100']",[''],[''],150000000.0
66436769,Q105274549,El camino de Xico,,,,,,,,,,
67754909,Q107694890,Canaan Land,,,,,,,,,,
66062562,Q104162861,Canvas (2020 film),,,,,,,,,,
56859311,Q51093046,Capone,2020-01-01T00:00:00Z,,104.0,English,"United States of America, Canada","['drama', 'biographical', 'gangster']","['40%', '4.8/10', '46/100']",[''],[''],
77506345,Q109267023,Careless Crime,,,,,,,,,,
76321531,Q124804877,Carl Weber's Influence,2020-02-20T00:00:00Z,,92.0,English,United States of America,[''],[''],[''],[''],
64325640,Q97356840,Carmen Sandiego: To Steal or Not to Steal,,,,,,,,,,
74435861,Q106574429,Carmen Vidal Female Detective,2020-01-01T00:00:00Z,,71.0,Spanish,Uruguay,"['drama', 'comedy', 'crime', 'mystery']",[''],[''],[''],
74630682,Q122781621,The Carnivores,2020-03-14T00:00:00Z,,77.0,English,United States of America,[''],[''],[''],[''],
66467742,Q105022541,Casanova's,2020-01-01T00:00:00Z,,,Dutch,Netherlands,[''],[''],[''],[''],
66018456,Q104878731,Castle Freak (2020 film),,,,,,,,,,
73759092,Q118234018,The Castle,2020-03-04T00:00:00Z,,75.0,,Canada,['documentary'],[''],[''],[''],
64564310,Q100249617,Cats & Dogs 3: Paws Unite!,2020-11-12T00:00:00Z,,,English,United States of America,[''],"['11%', '3.3/10']",[''],[''],
64509574,Q64845991,Caught in the Net,2020-02-27T00:00:00Z,,100.0,Czech,Czech Republic,['documentary'],[''],['Czech Lion Award for Best Documentary'],[''],
66740614,Q105470889,Caught in Time,2020-11-20T00:00:00Z,,95.0,,Hong Kong,[''],[''],[''],[''],
67927182,Q107261966,Caveat,2020-01-01T00:00:00Z,,88.0,English,Ireland,['horror'],"['83%', '6.7/10']",[''],[''],
66326349,Q97652710,Cayenne,2020-01-01T00:00:00Z,,11.0,French,Canada,['fiction'],[''],[''],[''],
64941056,Q98752480,Centigrade,2020-08-28T00:00:00Z,,89.0,English,United States of America,['thriller'],"['40%', '5.7/10', '46/100']",[''],[''],
65935378,Q104215055,Chaco,2020-01-01T00:00:00Z,,77.0,"Spanish, Aymara, Quechua","Argentina, Bolivia","['war', 'drama']",[''],[''],['International Submission to the Academy Awards'],
65529467,Q104861946,Chained (2020 film),,,,,,,,,,
62389534,Q85751368,Chal Mera Putt 2,2020-03-13T00:00:00Z,,,Punjabi,India,['comedy drama'],[''],[''],[''],
64348254,Q97025345,Chaman Bahaar,,,,,,,,,,
64781913,Q98149991,The Champion,2020-01-01T00:00:00Z,,,,Poland,"['drama', 'boxing', 'historical']",[''],[''],[''],
65351127,Q100578353,Chance,2020-01-01T00:00:00Z,,,,United States of America,[''],[''],[''],[''],
62828382,Q82936372,Charlatan,2020-08-20T00:00:00Z,,118.0,"Czech, Slovak","Slovakia, Czech Republic, Poland, Ireland","['drama', 'biographical', 'historical']","['6.8/10', '88%']",['Czech Lion for Best Film'],"['European Film Award for Best Director', 'International Submission to the Academy Awards']",
